danceability,speechiness,acousticness
0.705,0.0307,0.0257
0.698,0.142,0.011
0.785,0.268,0.271
0.76,0.0964,0.00277
0.567,0.0313,0.613
0.552,0.0522,0.585
0.639,0.0636,0.271
0.776,0.0483,0.00177
0.546,0.044,0.477
0.696,0.0309,0.262
0.666,0.0896,0.0327
0.677,0.0323,0.00315
0.52,0.0544,6.78e-05
0.747,0.0819,0.101
0.754,0.0583,0.0267
0.66,0.0764,0.386
0.574,0.0483,0.225
0.35,0.0746,0.444
0.73,0.0366,0.0823
0.657,0.225,0.267
0.699,0.136,0.349
0.513,0.0305,0.632
0.512,0.0519,0.809
0.546,0.0329,0.000873
0.65,0.0525,0.0246
0.537,0.0545,0.649
0.526,0.0278,0.428
0.291,0.0399,0.81
0.829,0.105,0.0981
0.618,0.115,0.0842
0.821,0.0345,0.0039
0.703,0.0461,0.00064
0.372,0.047,0.137
0.732,0.0288,0.286
0.59,0.033,0.603
0.438,0.0289,0.954
0.296,0.0475,0.839
0.67,0.0613,0.0764
0.611,0.0328,0.415
0.284,0.186,0.00583
0.526,0.0909,0.0179
0.479,0.0393,0.185
0.366,0.0277,0.695
0.485,0.164,0.497
0.636,0.0558,0.662
0.523,0.0748,0.907
0.631,0.0295,0.00385
0.654,0.0306,0.000758
0.647,0.0429,0.0105
0.684,0.0386,0.0716
0.756,0.0324,0.53
0.321,0.0302,0.724
0.642,0.0503,0.00604
0.655,0.0452,0.612
0.782,0.0975,0.309
0.605,0.0332,0.0087
0.638,0.081,0.0263
0.686,0.223,0.856
0.456,0.077,0.0244
0.634,0.0325,0.000479
0.734,0.167,0.105
0.555,0.102,0.306
0.73,0.26,0.705
0.564,0.0666,0.00713
0.506,0.0402,0.0165
0.48,0.045,0.697
0.613,0.0664,0.00805
0.795,0.0526,0.177
0.737,0.333,0.544
0.633,0.0855,0.203
0.612,0.12,0.0432
0.735,0.0457,0.0371
0.736,0.0438,0.0133
0.582,0.0731,0.00324
0.327,0.0336,0.0834
0.724,0.0424,0.0337
0.696,0.0482,0.00756
0.69,0.0525,0.0165
0.579,0.15,0.00687
0.641,0.23,0.485
0.638,0.0479,0.139
0.559,0.0639,0.0198
0.403,0.0428,0.854
0.871,0.034,0.216
0.824,0.054,0.0216
0.738,0.0924,0.0452
0.469,0.0505,0.327
0.604,0.0579,0.0724
0.537,0.0464,0.557
0.782,0.115,0.0481
0.541,0.0464,0.18
0.865,0.0501,0.0305
0.428,0.067,0.395
0.568,0.0391,0.994
0.413,0.0538,0.995
0.469,0.0315,0.991
0.308,0.0531,0.988
0.313,0.039,0.994
0.305,0.0433,0.993
0.419,0.0383,0.992
0.296,0.0403,0.994
0.252,0.0489,0.989
0.536,0.0961,0.996
0.418,0.0499,0.993
0.409,0.0512,0.993
0.426,0.0379,0.991
0.417,0.0389,0.992
0.257,0.0629,0.989
0.132,0.0372,0.982
0.43,0.0388,0.995
0.346,0.0411,0.994
0.339,0.0415,0.955
0.363,0.0314,0.922
0.241,0.0501,0.994
0.374,0.0364,0.995
0.383,0.0345,0.994
0.246,0.0423,0.992
0.317,0.0505,0.994
0.349,0.0482,0.993
0.371,0.0491,0.995
0.352,0.0434,0.995
0.263,0.0371,0.973
0.468,0.0579,0.995
0.22,0.043,0.986
0.433,0.0347,0.994
0.432,0.0414,0.991
0.331,0.0449,0.978
0.373,0.0485,0.994
0.229,0.0551,0.994
0.275,0.0584,0.993
0.28,0.0464,0.995
0.637,0.0374,0.99
0.434,0.0391,0.993
0.374,0.0326,0.991
0.231,0.0349,0.981
0.4,0.046,0.993
0.442,0.0568,0.994
0.242,0.0455,0.99
0.258,0.0408,0.995
0.518,0.0371,0.996
0.222,0.0687,0.989
0.173,0.0566,0.987
0.177,0.0386,0.994
0.511,0.0415,0.988
0.405,0.0468,0.992
0.303,0.0436,0.984
0.432,0.0425,0.996
0.269,0.0446,0.988
0.162,0.0451,0.992
0.471,0.0367,0.986
0.381,0.0491,0.991
0.452,0.0443,0.995
0.258,0.0567,0.994
0.427,0.0386,0.995
0.0,0.0,0.995
0.441,0.0401,0.989
0.487,0.0697,0.97
0.0,0.0,0.996
0.255,0.0432,0.986
0.254,0.0474,0.992
0.212,0.0424,0.992
0.402,0.0529,0.996
0.256,0.0691,0.994
0.671,0.0365,0.994
0.373,0.0404,0.994
0.45,0.0434,0.993
0.302,0.0524,0.993
0.292,0.0606,0.983
0.461,0.0483,0.995
0.478,0.0471,0.99
0.342,0.0449,0.959
0.242,0.06,0.991
0.405,0.0373,0.993
0.352,0.0489,0.875
0.387,0.0422,0.974
0.426,0.0361,0.98
0.386,0.0516,0.986
0.373,0.0297,0.974
0.318,0.0451,0.994
0.411,0.0514,0.995
0.333,0.0546,0.992
0.405,0.0373,0.984
0.382,0.0533,0.993
0.399,0.0597,0.995
0.447,0.0487,0.994
0.546,0.0366,0.989
0.386,0.0507,0.99
0.477,0.0648,0.993
0.216,0.0415,0.992
0.399,0.0446,0.99
0.403,0.049,0.995
0.302,0.047,0.993
0.439,0.0619,0.994
0.518,0.0557,0.00153
0.727,0.286,0.00417
0.568,0.208,0.212
0.781,0.0615,0.0873
0.795,0.0688,0.243
0.662,0.0341,0.00882
0.854,0.115,0.104
0.802,0.0424,0.181
0.705,0.0345,0.0021
0.819,0.0435,0.222
0.681,0.148,0.019
0.695,0.0594,0.0924
0.907,0.127,0.0578
0.793,0.0387,0.0677
0.693,0.0324,0.0151
0.798,0.0442,0.0902
0.826,0.0387,0.0307
0.788,0.0615,0.0252
0.787,0.0408,0.0451
0.771,0.0553,0.00929
0.72,0.0473,0.0684
0.693,0.313,0.00809
0.554,0.0418,0.00487
0.699,0.0594,0.04
0.706,0.0447,0.00277
0.704,0.0309,0.0283
0.912,0.0877,0.0718
0.729,0.0705,0.39
0.777,0.0305,0.146
0.635,0.151,0.0893
0.701,0.166,0.223
0.671,0.276,0.00388
0.838,0.0428,0.486
0.74,0.301,0.361
0.765,0.0612,0.0148
0.485,0.0484,0.228
0.701,0.0371,0.0259
0.69,0.0542,0.0424
0.69,0.162,0.00386
0.746,0.0707,0.0181
0.731,0.0349,0.0823
0.809,0.0738,0.116
0.69,0.0335,0.0951
0.806,0.0864,0.111
0.588,0.159,0.0685
0.597,0.0807,0.133
0.789,0.0603,0.0232
0.673,0.0656,0.00492
0.713,0.0418,0.182
0.786,0.0468,0.0132
0.68,0.0574,0.0581
0.786,0.0595,0.0391
0.767,0.0318,0.364
0.692,0.266,0.177
0.527,0.054,0.0861
0.734,0.178,0.0883
0.746,0.0367,0.0103
0.645,0.0232,0.0669
0.646,0.0311,0.168
0.474,0.0391,0.772
0.822,0.103,0.0699
0.29,0.0411,0.305
0.884,0.0368,0.115
0.702,0.0385,0.0158
0.779,0.0485,0.0853
0.821,0.214,0.0473
0.746,0.0661,0.0108
0.681,0.19,0.048
0.731,0.08,0.257
0.868,0.171,0.178
0.647,0.0285,0.0274
0.689,0.0373,0.00435
0.695,0.0526,0.134
0.722,0.0318,0.0145
0.803,0.0393,0.000574
0.732,0.035,0.0566
0.605,0.0592,0.00833
0.797,0.0359,0.00883
0.78,0.0404,0.0849
0.704,0.0313,0.0823
0.694,0.0372,0.0167
0.61,0.029,0.0122
0.598,0.162,0.131
0.775,0.0715,0.0887
0.824,0.0619,0.00995
0.73,0.0297,0.103
0.621,0.042,0.0177
0.746,0.0468,0.0138
0.574,0.0281,0.565
0.63,0.0375,0.00312
0.786,0.115,0.00469
0.952,0.204,0.596
0.966,0.0587,0.67
0.883,0.0923,0.858
0.918,0.0961,0.0378
0.617,0.0691,0.894
0.786,0.0795,0.628
0.502,0.0407,0.94
0.945,0.0852,0.25
0.391,0.233,0.951
0.716,0.0884,0.413
0.952,0.218,0.798
0.746,0.054,0.851
0.821,0.04,0.896
0.756,0.0701,0.878
0.8,0.0952,0.894
0.854,0.08,0.671
0.753,0.0289,0.126
0.815,0.0378,0.84
0.88,0.0674,0.925
0.733,0.0913,0.117
0.581,0.0549,0.486
0.521,0.0623,0.632
0.462,0.0414,0.757
0.822,0.0349,0.739
0.807,0.0348,0.813
0.931,0.0979,0.187
0.88,0.0397,0.867
0.782,0.0507,0.733
0.899,0.0639,0.863
0.484,0.0407,0.974
0.902,0.0462,0.737
0.956,0.0708,0.621
0.638,0.0739,0.939
0.757,0.0491,0.0945
0.933,0.201,0.193
0.874,0.0991,0.962
0.734,0.532,0.948
0.774,0.122,0.888
0.933,0.0401,0.00103
0.886,0.53,0.936
0.919,0.0717,0.873
0.726,0.0915,0.866
0.928,0.447,0.77
0.764,0.042,0.884
0.791,0.0347,0.84
0.831,0.125,0.47
0.85,0.0525,0.0735
0.842,0.0378,0.0633
0.829,0.112,0.259
0.902,0.0557,0.0831
0.821,0.0325,0.0112
0.749,0.0355,0.0535
0.945,0.0963,0.2
0.738,0.122,0.694
0.772,0.139,0.00889
0.651,0.148,0.639
0.642,0.0325,0.3
0.82,0.279,0.64
0.613,0.0248,0.0079
0.832,0.0417,0.267
0.685,0.43,0.297
0.798,0.225,0.115
0.936,0.0406,0.297
0.774,0.0404,0.132
0.446,0.158,0.618
0.833,0.138,0.747
0.847,0.062,0.648
0.701,0.0391,0.121
0.728,0.172,0.132
0.714,0.344,0.167
0.825,0.139,0.272
0.758,0.0419,0.433
0.376,0.0328,0.0902
0.769,0.0924,0.233
0.508,0.151,0.183
0.752,0.0641,0.0515
0.641,0.0457,4.21e-05
0.747,0.155,0.106
0.741,0.0335,0.0665
0.7,0.03,0.134
0.742,0.0596,0.326
0.66,0.227,0.133
0.323,0.0413,0.849
0.653,0.0348,0.0624
0.606,0.0533,0.008
0.658,0.0674,0.00816
0.779,0.0418,0.098
0.556,0.0297,0.309
0.675,0.0429,0.603
0.555,0.0397,0.212
0.628,0.0326,0.00151
0.774,0.0888,0.202
0.566,0.0314,0.613
0.511,0.0334,0.605
0.681,0.183,0.0471
0.69,0.0387,0.0192
0.753,0.0317,0.104
0.781,0.0569,0.24
0.784,0.0405,0.0667
0.321,0.0515,0.0376
0.605,0.0411,0.0243
0.698,0.03,0.82
0.565,0.0571,0.462
0.626,0.152,0.142
0.721,0.0296,0.831
0.807,0.039,0.00117
0.819,0.22,0.0457
0.674,0.0628,0.00848
0.81,0.0277,0.138
0.833,0.0437,0.0989
0.591,0.079,0.381
0.716,0.0357,0.167
0.807,0.111,0.114
0.714,0.04,0.525
0.605,0.0292,0.515
0.609,0.0515,0.0499
0.776,0.0403,0.259
0.31,0.346,0.163
0.615,0.0372,0.167
0.499,0.0875,0.0269
0.728,0.0824,0.123
0.587,0.0702,0.035
0.616,0.0374,0.301
0.507,0.0384,0.0728
0.638,0.0342,0.147
0.576,0.0494,0.0414
0.671,0.0711,0.0584
0.679,0.0418,0.446
0.837,0.23,0.799
0.474,0.0711,0.674
0.779,0.0429,0.482
0.765,0.082,0.0984
0.741,0.0416,0.0403
0.708,0.0368,0.0982
0.605,0.0401,0.0946
0.507,0.0577,0.0316
0.727,0.0833,0.307
0.696,0.043,0.6
0.775,0.0509,0.24
0.755,0.045,0.579
0.847,0.0886,0.0502
0.784,0.152,0.219
0.551,0.035,0.0132
0.758,0.0547,0.185
0.68,0.0557,0.0641
0.851,0.0379,0.00481
0.888,0.0598,0.21
0.897,0.15,0.0419
0.513,0.372,0.212
0.58,0.046,0.000872
0.817,0.0535,0.0705
0.789,0.0422,0.00222
0.603,0.0874,0.00755
0.869,0.0373,0.249
0.665,0.0357,0.124
0.686,0.0341,0.101
0.579,0.168,0.121
0.768,0.0709,0.263
0.87,0.0558,0.559
0.88,0.0935,0.162
0.706,0.0546,0.07
0.759,0.178,0.135
0.379,0.0666,0.0094
0.756,0.368,0.459
0.881,0.129,0.00145
0.634,0.0445,0.000986
0.838,0.0662,0.165
0.87,0.181,0.672
0.639,0.077,0.111
0.874,0.0757,0.0839
0.585,0.0687,0.0328
0.522,0.0417,0.833
0.631,0.125,0.0453
0.46,0.0498,0.00655
0.688,0.161,0.581
0.938,0.286,0.45
0.735,0.0396,0.0354
0.76,0.0471,0.442
0.663,0.376,0.544
0.741,0.0328,0.352
0.628,0.046,0.0582
0.698,0.0863,0.000479
0.904,0.281,0.0182
0.663,0.119,0.0954
0.824,0.0826,0.101
0.823,0.0907,0.0292
0.714,0.502,0.535
0.808,0.286,0.767
0.658,0.132,0.0432
0.679,0.0317,0.465
0.744,0.42,0.693
0.631,0.96,0.439
0.55,0.0937,0.00279
0.636,0.0409,0.12
0.872,0.237,0.457
0.769,0.0321,0.44
0.662,0.0332,0.913
0.521,0.36,0.465
0.271,0.0351,0.896
0.559,0.0354,0.242
0.965,0.0581,0.0624
0.732,0.112,0.892
0.737,0.0439,0.56
0.78,0.0364,0.975
0.539,0.0401,0.794
0.721,0.0921,0.151
0.625,0.0311,0.0956
0.721,0.0587,0.0693
0.765,0.0457,0.84
0.687,0.0926,0.0909
0.467,0.0289,0.691
0.467,0.0291,0.788
0.798,0.0685,0.719
0.682,0.0307,0.161
0.764,0.0632,0.754
0.565,0.0279,0.883
0.687,0.0413,0.743
0.687,0.0663,0.32
0.676,0.0427,0.466
0.611,0.0382,0.0514
0.795,0.0473,0.571
0.772,0.0893,0.312
0.529,0.124,0.726
0.654,0.471,0.927
0.871,0.0619,0.453
0.605,0.0983,0.396
0.551,0.0589,0.537
0.838,0.0456,0.189
0.862,0.0527,0.191
0.805,0.128,0.301
0.685,0.0359,0.785
0.754,0.0564,0.61
0.655,0.0592,0.579
0.689,0.0943,0.577
0.493,0.202,0.422
0.821,0.0964,0.287
0.501,0.0897,0.461
0.805,0.136,0.319
0.85,0.0634,0.67
0.666,0.0569,0.346
0.762,0.101,0.0604
0.809,0.0758,0.577
0.722,0.0444,0.795
0.71,0.0423,0.412
0.781,0.0565,0.21
0.807,0.0596,0.588
0.748,0.0442,0.111
0.706,0.103,0.281
0.762,0.216,0.441
0.737,0.0884,0.402
0.808,0.157,0.256
0.651,0.0423,0.345
0.765,0.0355,0.151
0.887,0.179,0.986
0.81,0.0807,0.221
0.706,0.132,0.376
0.876,0.135,0.292
0.648,0.097,0.59
0.681,0.185,0.0409
0.853,0.144,0.628
0.0,0.0,0.429
0.845,0.0495,0.564
0.794,0.0449,0.129
0.672,0.255,0.837
0.779,0.0405,0.701
0.547,0.0618,0.0829
0.799,0.101,0.568
0.558,0.0404,0.588
0.672,0.037,0.43
0.758,0.111,0.215
0.653,0.0423,0.154
0.686,0.0678,0.0176
0.619,0.0334,0.56
0.749,0.163,0.117
0.893,0.0571,0.0642
0.855,0.17,0.103
0.616,0.0488,0.518
0.776,0.104,0.879
0.721,0.0638,0.177
0.738,0.115,0.406
0.771,0.0879,0.234
0.809,0.0744,0.313
0.377,0.0598,0.993
0.443,0.0622,0.996
0.562,0.103,0.996
0.634,0.345,0.996
0.637,0.0397,0.99
0.557,0.0687,0.994
0.581,0.108,0.995
0.452,0.0622,0.995
0.551,0.0674,0.995
0.755,0.14,0.996
0.633,0.158,0.994
0.656,0.0492,0.996
0.59,0.0772,0.996
0.358,0.0511,0.992
0.578,0.0494,0.995
0.47,0.0662,0.995
0.733,0.0578,0.996
0.574,0.0786,0.996
0.483,0.0756,0.995
0.662,0.0593,0.996
0.501,0.108,0.996
0.546,0.0719,0.996
0.756,0.0637,0.995
0.541,0.0495,0.993
0.504,0.0534,0.996
0.662,0.128,0.993
0.418,0.0432,0.994
0.691,0.0947,0.995
0.462,0.0546,0.995
0.485,0.0507,0.996
0.574,0.0817,0.995
0.679,0.104,0.996
0.368,0.0452,0.995
0.734,0.0458,0.995
0.616,0.0706,0.996
0.381,0.0445,0.99
0.47,0.0471,0.995
0.511,0.0585,0.996
0.514,0.0777,0.996
0.452,0.0633,0.995
0.494,0.0576,0.995
0.482,0.0794,0.996
0.512,0.051,0.995
0.495,0.0487,0.995
0.446,0.0425,0.995
0.522,0.0618,0.995
0.702,0.245,0.996
0.444,0.0386,0.995
0.41,0.0832,0.995
0.497,0.0597,0.994
0.478,0.0402,0.991
0.542,0.186,0.996
0.585,0.124,0.996
0.551,0.082,0.995
0.513,0.0499,0.995
0.501,0.0694,0.994
0.597,0.246,0.996
0.761,0.323,0.993
0.619,0.0673,0.996
0.584,0.0871,0.995
0.603,0.0629,0.996
0.448,0.0415,0.995
0.553,0.0627,0.996
0.445,0.0337,0.992
0.521,0.116,0.996
0.591,0.0458,0.996
0.504,0.0767,0.996
0.68,0.31,0.995
0.454,0.12,0.996
0.582,0.0904,0.996
0.623,0.156,0.996
0.414,0.0894,0.978
0.493,0.192,0.996
0.619,0.0563,0.995
0.757,0.224,0.996
0.644,0.0722,0.996
0.526,0.0609,0.992
0.567,0.0869,0.996
0.509,0.0913,0.996
0.393,0.0562,0.992
0.659,0.0542,0.996
0.692,0.109,0.996
0.501,0.049,0.995
0.574,0.0753,0.996
0.597,0.116,0.996
0.611,0.101,0.995
0.649,0.245,0.996
0.609,0.0821,0.996
0.678,0.13,0.996
0.516,0.0493,0.996
0.591,0.057,0.994
0.609,0.118,0.996
0.683,0.0712,0.995
0.64,0.0583,0.996
0.387,0.0363,0.992
0.557,0.113,0.996
0.457,0.0424,0.994
0.603,0.122,0.996
0.656,0.109,0.996
0.521,0.0601,0.996
0.726,0.0873,0.994
0.501,0.0912,0.996
0.444,0.075,0.994
0.836,0.151,0.996
0.391,0.0436,0.995
0.554,0.0593,0.994
0.747,0.0937,0.993
0.723,0.136,0.993
0.674,0.0581,0.995
0.606,0.0683,0.995
0.468,0.0595,0.994
0.675,0.113,0.996
0.647,0.0559,0.995
0.481,0.0775,0.996
0.537,0.0418,0.994
0.617,0.0942,0.996
0.725,0.12,0.996
0.604,0.0572,0.988
0.474,0.122,0.996
0.469,0.0502,0.994
0.732,0.162,0.994
0.661,0.0696,0.994
0.687,0.073,0.995
0.712,0.0676,0.995
0.702,0.0765,0.996
0.454,0.0438,0.995
0.412,0.0406,0.991
0.575,0.0994,0.991
0.662,0.0837,0.995
0.707,0.282,0.996
0.392,0.0401,0.986
0.669,0.17,0.996
0.605,0.0603,0.981
0.622,0.0429,0.992
0.43,0.0535,0.994
0.548,0.0501,0.995
0.396,0.0354,0.991
0.363,0.0382,0.996
0.811,0.0583,0.992
0.662,0.129,0.995
0.698,0.0506,0.992
0.497,0.0871,0.996
0.618,0.066,0.995
0.774,0.099,0.995
0.658,0.157,0.995
0.338,0.0295,0.992
0.488,0.036,0.995
0.541,0.0677,0.996
0.542,0.0323,0.983
0.547,0.0266,0.981
0.457,0.0422,0.987
0.545,0.0397,0.995
0.768,0.0729,0.995
0.501,0.0396,0.996
0.63,0.0587,0.995
0.483,0.078,0.995
0.77,0.243,0.996
0.6,0.078,0.995
0.686,0.068,0.981
0.485,0.038,0.993
0.537,0.124,0.995
0.305,0.037,0.995
0.404,0.0488,0.995
0.507,0.0615,0.996
0.588,0.0646,0.994
0.566,0.0955,0.995
0.526,0.0581,0.995
0.595,0.0684,0.994
0.479,0.0477,0.996
0.488,0.0986,0.996
0.727,0.141,0.996
0.668,0.303,0.994
0.623,0.0571,0.996
0.626,0.0428,0.991
0.54,0.0362,0.995
0.529,0.118,0.994
0.597,0.0787,0.996
0.53,0.0414,0.996
0.5,0.0267,0.974
0.633,0.0978,0.996
0.649,0.062,0.995
0.42,0.0471,0.981
0.632,0.04,0.994
0.759,0.0712,0.995
0.625,0.0622,0.995
0.47,0.0461,0.994
0.461,0.0747,0.995
0.402,0.0413,0.985
0.557,0.174,0.994
0.486,0.0439,0.989
0.834,0.126,0.96
0.571,0.086,0.996
0.709,0.0592,0.993
0.382,0.0765,0.996
0.554,0.0475,0.995
0.845,0.0661,0.99
0.526,0.053,0.000322
0.636,0.0817,0.00137
0.398,0.143,7.15e-05
0.324,0.061,1.93e-05
0.552,0.048,9.54e-05
0.46,0.106,0.000227
0.478,0.0566,4.06e-05
0.419,0.0469,0.00105
0.492,0.0673,0.000879
0.344,0.0593,0.0025
0.463,0.13,0.000266
0.491,0.0977,0.000294
0.517,0.0494,0.00192
0.5,0.0727,4.72e-05
0.36,0.246,8.28e-05
0.475,0.0672,0.000754
0.392,0.183,0.000754
0.305,0.201,3.77e-05
0.517,0.189,0.00208
0.469,0.097,4.38e-06
0.491,0.0644,7.4e-05
0.229,0.0537,1.67e-05
0.243,0.0764,0.000152
0.321,0.0751,0.000212
0.324,0.123,0.000109
0.405,0.074,0.0001
0.522,0.0408,0.000467
0.516,0.0951,8.47e-05
0.353,0.041,0.000908
0.494,0.14,4.06e-05
0.47,0.123,0.00423
0.463,0.0891,4.83e-05
0.518,0.0328,0.000267
0.536,0.158,0.000134
0.393,0.0801,0.000633
0.471,0.137,0.000603
0.327,0.0921,0.00304
0.247,0.0697,0.000882
0.542,0.165,0.0089
0.44,0.0979,5.07e-05
0.462,0.047,2.77e-05
0.499,0.0698,0.000715
0.534,0.0822,0.000129
0.516,0.325,0.0511
0.532,0.0929,0.00538
0.595,0.295,0.000328
0.698,0.376,0.0539
0.304,0.0698,8.87e-05
0.398,0.0415,0.000936
0.315,0.106,1.14e-05
0.462,0.0381,1.32e-05
0.427,0.0507,4.24e-05
0.521,0.0944,0.242
0.17,0.291,0.00132
0.477,0.0953,0.000506
0.487,0.0966,0.000371
0.371,0.155,0.000261
0.199,0.0421,0.159
0.482,0.0864,4.55e-05
0.487,0.0947,3.62e-06
0.32,0.13,1.56e-05
0.33,0.0664,0.000747
0.429,0.1,0.000796
0.256,0.0766,0.000291
0.309,0.327,0.0001
0.241,0.0633,0.121
0.48,0.122,1.84e-05
0.388,0.0699,0.00929
0.212,0.11,0.000294
0.369,0.0578,8.59e-06
0.248,0.0509,1.17e-05
0.601,0.0409,0.0107
0.3,0.0664,0.00391
0.589,0.031,0.0122
0.48,0.0641,0.000285
0.504,0.0545,0.000301
0.555,0.117,2.22e-05
0.548,0.0993,0.013
0.413,0.0548,1.22e-06
0.26,0.13,5.91e-05
0.437,0.0926,8.62e-06
0.272,0.056,2.69e-05
0.506,0.0542,0.000141
0.202,0.253,9.4e-05
0.297,0.0609,0.00022
0.4,0.125,5.25e-05
0.54,0.0364,0.000588
0.615,0.2,0.0288
0.329,0.226,0.000741
0.489,0.12,0.00029
0.512,0.308,0.0215
0.598,0.107,0.000532
0.57,0.0473,0.000483
0.119,0.145,0.00121
0.466,0.216,0.00097
0.421,0.0912,0.000132
0.476,0.0442,0.000207
0.324,0.0361,2.13e-05
0.527,0.188,0.00411
0.454,0.0472,0.000353
0.513,0.0582,0.0384
0.404,0.106,0.00812
0.276,0.0505,3.31e-06
0.486,0.0664,1e-05
0.388,0.0335,0.000476
0.524,0.099,2.35e-05
0.458,0.062,0.000103
0.482,0.0948,0.000134
0.454,0.154,3.8e-06
0.35,0.0416,6.08e-05
0.489,0.132,1.13e-05
0.639,0.0805,0.000395
0.429,0.08,0.000221
0.242,0.174,1.77e-05
0.259,0.0446,0.00085
0.457,0.156,0.000132
0.451,0.0676,3.2e-06
0.441,0.122,4.3e-05
0.449,0.197,0.000144
0.437,0.112,1.45e-05
0.437,0.0659,0.000297
0.317,0.0594,5.81e-06
0.473,0.117,1.2e-05
0.271,0.174,1.47e-05
0.0854,0.138,6.63e-06
0.437,0.0454,5.26e-05
0.442,0.0706,0.00024
0.378,0.126,7.02e-06
0.174,0.135,0.000159
0.523,0.0583,0.000689
0.451,0.131,0.000413
0.489,0.0655,0.000445
0.489,0.108,4.66e-05
0.301,0.218,0.0003
0.528,0.1,8e-05
0.507,0.0756,4.37e-05
0.318,0.154,0.000119
0.424,0.227,0.000933
0.347,0.128,0.000291
0.515,0.207,0.000125
0.318,0.347,7.7e-05
0.393,0.076,0.000804
0.399,0.118,2.58e-05
0.476,0.0978,0.000455
0.237,0.0757,8.15e-06
0.377,0.331,0.00066
0.339,0.218,6.2e-05
0.485,0.164,0.000291
0.411,0.212,0.000212
0.582,0.0702,0.00697
0.423,0.257,0.000328
0.407,0.111,0.00169
0.631,0.166,0.0108
0.639,0.0834,0.0124
0.171,0.0458,5.75e-05
0.397,0.14,0.000135
0.311,0.162,7.31e-05
0.587,0.0715,0.0071
0.538,0.0957,0.0586
0.387,0.11,2.76e-05
0.462,0.0873,5.06e-05
0.428,0.114,0.00011
0.452,0.113,0.000667
0.357,0.109,0.00105
0.166,0.201,0.000107
0.485,0.0846,3.46e-05
0.445,0.0447,3.65e-05
0.421,0.202,4.21e-05
0.406,0.235,0.000304
0.45,0.0817,0.000152
0.596,0.0741,0.00176
0.44,0.0997,7.78e-05
0.189,0.0489,0.00268
0.466,0.065,0.000353
0.476,0.104,0.00163
0.494,0.13,1.9e-05
0.524,0.124,6.09e-05
0.455,0.104,3.68e-05
0.419,0.0646,0.0212
0.229,0.102,2.63e-05
0.365,0.127,2.97e-05
0.503,0.195,7.89e-06
0.242,0.0998,1.24e-05
0.363,0.138,0.000207
0.242,0.134,0.00049
0.171,0.147,1.79e-06
0.291,0.112,1.33e-05
0.536,0.0987,6.62e-05
0.229,0.0577,0.00108
0.507,0.0756,4.37e-05
0.635,0.0304,0.0022
0.58,0.0643,0.000963
0.345,0.206,0.000681
0.583,0.0517,0.00138
0.357,0.11,0.00121
0.502,0.0905,7.48e-05
0.533,0.141,0.000102
0.161,0.0776,0.000271
0.459,0.105,0.00022
0.5,0.119,2.61e-05
0.481,0.118,0.000138
0.399,0.118,2.58e-05
0.496,0.21,0.00452
0.447,0.168,0.00415
0.398,0.254,0.000342
0.54,0.154,0.000401
0.466,0.132,3.95e-05
0.283,0.121,0.000119
0.312,0.162,0.00106
0.587,0.0452,0.00333
0.387,0.0437,5.22e-05
0.41,0.14,0.00295
0.449,0.158,0.00341
0.442,0.0758,6.67e-05
0.323,0.0656,0.00595
0.476,0.124,0.00027
0.442,0.041,9.82e-05
0.369,0.148,1.91e-05
0.526,0.106,0.00453
0.527,0.191,8.97e-05
0.408,0.0885,0.00277
0.311,0.226,0.00372
0.382,0.256,5.98e-05
0.232,0.415,0.000577
0.452,0.0739,0.00567
0.476,0.0998,0.00558
0.545,0.0745,0.00186
0.418,0.144,1.49e-05
0.222,0.229,1.7e-05
0.413,0.244,0.000269
0.467,0.164,7.88e-05
0.322,0.214,0.000115
0.317,0.341,0.000682
0.301,0.148,0.00517
0.512,0.0932,0.00575
0.514,0.13,4.44e-05
0.561,0.0851,0.000278
0.171,0.147,1.79e-06
0.48,0.0723,0.000119
0.524,0.185,6.42e-05
0.568,0.074,0.000466
0.415,0.151,1.34e-05
0.549,0.0738,0.00313
0.586,0.0578,9.89e-05
0.533,0.121,0.000536
0.423,0.126,0.000156
0.452,0.514,0.00108
0.526,0.0441,0.000473
0.395,0.145,5.51e-05
0.52,0.0548,2.45e-05
0.562,0.0973,0.00287
0.205,0.1,1.73e-05
0.424,0.0702,5.12e-06
0.396,0.19,0.000285
0.262,0.104,0.00043
0.457,0.0558,9e-06
0.387,0.204,4.45e-06
0.392,0.126,0.000308
0.463,0.171,6.98e-06
0.581,0.0554,0.00596
0.461,0.169,0.000714
0.387,0.0553,0.000326
0.5,0.24,0.000823
0.596,0.0285,0.00412
0.292,0.0957,5.62e-06
0.667,0.0356,0.139
0.677,0.0342,0.108
0.595,0.0279,2.91e-06
0.589,0.197,0.00188
0.475,0.396,0.0353
0.529,0.0768,7.15e-06
0.656,0.115,0.0183
0.8,0.133,0.0827
0.423,0.0319,0.000202
0.486,0.0493,8.47e-05
0.454,0.252,0.00172
0.453,0.187,0.0024
0.307,0.101,0.00184
0.572,0.114,0.000325
0.533,0.225,0.00195
0.45,0.169,0.000122
0.407,0.125,0.000177
0.552,0.0621,0.0029
0.44,0.176,0.000175
0.614,0.0907,0.00239
0.526,0.0949,0.000104
0.24,0.113,0.00338
0.501,0.0728,0.0555
0.535,0.12,1.73e-05
0.395,0.145,5.51e-05
0.699,0.11,0.00199
