danceability,speechiness,acousticness
0.539,0.035,0.00067
0.912,0.224,0.0453
0.853,0.0713,0.0561
0.929,0.206,0.571
0.677,0.0361,0.0405
0.817,0.108,0.12
0.588,0.234,0.534
0.765,0.172,0.103
0.69,0.06,0.321
0.591,0.148,0.0305
0.67,0.295,0.14
0.757,0.319,0.0811
0.887,0.14,0.837
0.496,0.0444,0.0479
0.571,0.17,0.478
0.699,0.387,0.0654
0.66,0.378,0.762
0.891,0.244,0.139
0.568,0.275,0.0431
0.778,0.0525,0.141
0.657,0.414,0.513
0.606,0.392,0.424
0.699,0.206,0.454
0.598,0.313,0.142
0.751,0.108,0.183
0.722,0.565,0.0837
0.623,0.33,0.307
0.77,0.353,0.695
0.792,0.173,0.00168
0.949,0.341,0.0667
0.672,0.316,0.14
0.599,0.464,0.448
0.754,0.11,0.00834
0.631,0.373,0.0886
0.628,0.472,0.21
0.547,0.309,0.112
0.862,0.0903,0.563
0.911,0.314,0.549
0.849,0.316,0.478
0.75,0.447,0.241
0.616,0.264,0.123
0.858,0.0648,0.313
0.771,0.0422,0.209
0.816,0.184,0.187
0.746,0.124,0.378
0.954,0.365,0.0225
0.741,0.284,0.000755
0.521,0.293,0.367
0.603,0.162,0.118
0.429,0.092,0.417
0.889,0.099,0.355
0.818,0.133,0.158
0.482,0.231,0.529
0.667,0.182,0.176
0.757,0.115,0.00751
0.615,0.205,0.0183
0.564,0.325,0.000271
0.82,0.0546,0.061
0.555,0.0782,0.483
0.598,0.393,0.174
0.9,0.304,0.0379
0.716,0.208,0.425
0.477,0.342,0.0158
0.531,0.383,0.13
0.799,0.206,0.0947
0.691,0.341,0.129
0.81,0.108,0.34
0.576,0.331,0.132
0.696,0.0848,0.215
0.859,0.061,0.181
0.497,0.322,0.0144
0.692,0.371,0.0741
0.536,0.263,0.0102
0.818,0.0894,0.193
0.915,0.121,0.0495
0.532,0.141,0.517
0.736,0.246,0.0147
0.713,0.573,0.384
0.922,0.143,0.0801
0.648,0.266,0.063
0.662,0.345,0.339
0.765,0.698,0.383
0.493,0.118,0.313
0.692,0.238,0.272
0.788,0.0532,0.253
0.711,0.0941,0.424
0.828,0.0419,0.106
0.768,0.0355,0.581
0.848,0.0374,0.0208
0.559,0.0684,0.592
0.825,0.0418,0.547
0.724,0.0929,0.182
0.776,0.105,0.36
0.859,0.149,0.559
0.843,0.0539,0.165
0.845,0.0394,0.0259
0.628,0.0366,0.0444
0.727,0.24,0.636
0.779,0.0612,0.0691
0.845,0.0391,0.1
0.578,0.228,0.314
0.549,0.0967,0.454
0.923,0.0605,0.199
0.821,0.102,0.0286
0.826,0.147,0.204
0.838,0.0529,0.194
0.829,0.0444,0.217
0.897,0.117,0.0193
0.819,0.0698,0.0593
0.815,0.082,0.35
0.853,0.112,0.627
0.804,0.137,0.404
0.737,0.101,0.287
0.812,0.0856,0.144
0.753,0.245,0.373
0.856,0.0549,0.00389
0.588,0.32,0.493
0.905,0.0442,0.117
0.755,0.0631,0.065
0.92,0.105,0.296
0.818,0.038,0.293
0.597,0.168,0.585
0.473,0.0832,0.347
0.543,0.0526,0.286
0.788,0.0671,0.243
0.858,0.0813,0.791
0.855,0.125,0.109
0.726,0.0458,0.0561
0.823,0.0704,0.0356
0.884,0.106,0.183
0.686,0.0663,0.18
0.546,0.172,0.484
0.544,0.154,0.574
0.744,0.118,0.0496
0.861,0.0665,0.00483
0.635,0.0488,0.209
0.849,0.212,0.206
0.715,0.044,0.000532
0.732,0.101,0.00407
0.72,0.0287,0.101
0.798,0.232,0.414
0.604,0.0628,0.15
0.926,0.292,0.566
0.881,0.1,0.0515
0.662,0.0346,0.0932
0.768,0.11,0.07
0.598,0.0415,0.129
0.766,0.035,0.0239
0.708,0.0342,0.0136
0.682,0.0381,0.326
0.845,0.0645,0.0794
0.761,0.141,0.0681
0.807,0.0361,0.016
0.539,0.0595,0.0265
0.848,0.0373,0.0412
0.54,0.11,0.233
0.695,0.0452,0.0185
0.648,0.0323,0.00128
0.868,0.0547,0.0334
0.824,0.0291,0.124
0.835,0.0322,0.137
0.699,0.0507,0.096
0.779,0.0282,0.577
0.784,0.0307,0.0691
0.712,0.0386,0.00363
0.926,0.091,0.186
0.804,0.0389,0.0856
0.608,0.0276,0.143
0.829,0.0336,0.219
0.791,0.0264,0.109
0.715,0.056,0.0028
0.944,0.0457,0.162
0.698,0.0338,0.133
0.62,0.0432,0.00221
0.975,0.0481,0.0071
0.869,0.0327,0.179
0.737,0.042,0.0605
0.822,0.0412,0.0231
0.725,0.0381,0.441
0.632,0.05,0.0263
0.784,0.0557,0.0356
0.685,0.0499,0.0167
0.697,0.105,0.302
0.602,0.0424,0.0129
0.816,0.0713,0.00144
0.697,0.0333,0.029
0.687,0.0275,0.0147
0.74,0.0461,0.0107
0.78,0.0397,0.0151
0.726,0.0329,0.0495
0.706,0.0356,0.0301
0.93,0.0507,0.0417
0.924,0.0576,0.0839
0.755,0.0548,0.0925
0.934,0.0489,0.000115
0.888,0.0454,0.119
0.767,0.101,0.000252
0.809,0.0475,0.173
0.697,0.059,0.105
0.862,0.0459,0.0491
0.786,0.038,0.00522
0.84,0.0456,0.000999
0.671,0.0403,0.000372
0.896,0.0357,0.00202
0.893,0.159,0.0643
0.936,0.0471,0.0452
0.881,0.114,0.126
0.739,0.127,0.183
0.843,0.0432,0.0201
0.796,0.0499,0.018
0.726,0.0494,0.0687
0.678,0.0387,0.0365
0.763,0.0342,0.000191
0.796,0.0925,0.00577
0.82,0.041,0.481
0.713,0.0317,0.0251
0.819,0.0768,0.0181
0.726,0.0322,0.102
0.688,0.0355,0.0211
0.799,0.0866,0.0228
0.702,0.0286,0.164
0.71,0.148,0.004
0.629,0.0388,0.0373
0.662,0.0569,0.000533
0.747,0.0543,0.049
0.908,0.0667,0.0234
0.7,0.0328,0.121
0.789,0.104,0.171
0.669,0.0454,0.000865
0.842,0.0412,0.0416
0.778,0.106,0.692
0.749,0.038,0.361
0.783,0.0619,0.53
0.72,0.297,0.126
0.508,0.29,0.515
0.91,0.0735,0.075
0.774,0.0887,0.14
0.738,0.0713,0.119
0.83,0.053,0.0585
0.772,0.167,0.484
0.553,0.113,0.00559
0.805,0.0822,0.29
0.791,0.0762,0.213
0.914,0.134,0.0498
0.771,0.122,0.406
0.77,0.0344,0.0518
0.709,0.0945,0.42
0.785,0.0919,0.164
0.851,0.0451,0.0757
0.744,0.0363,0.0171
0.817,0.0429,0.000109
0.852,0.091,0.245
0.814,0.0405,0.365
0.898,0.109,0.113
0.769,0.222,0.397
0.724,0.134,0.253
0.832,0.36,0.141
0.767,0.19,0.494
0.425,0.119,0.349
0.827,0.041,0.0645
0.663,0.392,0.3
0.669,0.0976,0.236
0.866,0.136,0.331
0.788,0.108,0.12
0.734,0.0344,0.115
0.717,0.242,0.0316
0.867,0.0704,0.0241
0.802,0.0386,0.106
0.94,0.0376,0.101
0.914,0.31,0.227
0.863,0.157,0.383
0.875,0.0376,0.0782
0.587,0.161,0.00327
0.804,0.0432,0.011
0.637,0.0405,0.00786
0.781,0.0452,0.0103
0.776,0.0575,0.0343
0.671,0.0478,0.422
0.623,0.107,0.0162
0.656,0.0394,0.000943
0.672,0.0397,0.021
0.69,0.0506,0.0142
0.694,0.0308,0.015
0.629,0.159,0.155
0.767,0.0301,0.00133
0.518,0.0355,0.079
0.736,0.0338,0.0966
0.737,0.0433,0.00379
0.749,0.0281,0.215
0.603,0.0668,0.055
0.621,0.0321,0.00645
0.937,0.115,0.0453
0.765,0.0348,0.41
0.627,0.139,0.033
0.859,0.182,0.132
0.719,0.0417,0.00645
0.671,0.048,0.0194
0.934,0.133,0.339
0.591,0.0336,0.0523
0.581,0.296,0.342
0.662,0.0689,0.218
0.592,0.341,0.218
0.473,0.231,0.39
0.485,0.326,0.353
0.48,0.0928,0.087
0.678,0.0477,0.433
0.806,0.306,0.631
0.503,0.386,0.541
0.731,0.0555,0.0759
0.63,0.111,0.65
0.569,0.0525,0.12
0.726,0.0582,0.131
0.598,0.121,0.725
0.878,0.101,0.151
0.741,0.12,0.486
0.71,0.345,0.337
0.63,0.106,0.241
0.645,0.288,0.655
0.823,0.229,0.343
0.65,0.214,0.451
0.509,0.0731,0.394
0.418,0.237,0.016
0.593,0.301,0.766
0.567,0.377,0.819
0.684,0.064,0.778
0.529,0.083,0.517
0.691,0.274,0.671
0.781,0.0547,0.478
0.406,0.341,0.794
0.448,0.264,0.608
0.793,0.137,0.411
0.584,0.314,0.317
0.596,0.0668,0.651
0.819,0.139,0.798
0.707,0.152,0.186
0.729,0.294,0.0703
0.407,0.0962,0.677
0.778,0.0523,0.425
0.435,0.0342,0.918
0.549,0.116,0.879
0.754,0.284,0.869
0.734,0.149,0.311
0.621,0.165,0.573
0.646,0.0784,0.394
0.604,0.328,0.243
0.705,0.0884,0.365
0.778,0.212,0.707
0.54,0.167,0.334
0.698,0.124,0.38
0.723,0.0534,0.405
0.705,0.0995,0.215
0.597,0.119,0.336
0.684,0.0787,0.572
0.436,0.052,0.814
0.516,0.157,0.676
0.447,0.0725,0.16
0.732,0.172,0.799
0.757,0.393,0.139
0.714,0.215,0.676
0.452,0.0472,0.687
0.795,0.108,0.375
0.518,0.0677,0.887
0.583,0.0609,0.377
0.693,0.175,0.691
0.694,0.274,0.656
0.402,0.101,0.745
0.521,0.0511,0.697
0.638,0.0433,0.474
0.866,0.0755,0.13
0.413,0.106,0.939
0.522,0.0826,0.459
0.478,0.28,0.62
0.813,0.239,0.115
0.498,0.0414,0.796
0.568,0.078,0.715
0.556,0.163,0.498
0.886,0.213,0.232
0.804,0.0779,0.414
0.825,0.12,0.662
0.616,0.0757,0.48
0.72,0.0958,0.709
0.409,0.163,0.285
0.637,0.0315,0.313
0.678,0.0632,0.717
0.731,0.0583,0.226
0.624,0.0434,0.323
0.468,0.0309,0.689
0.705,0.0514,0.428
0.584,0.0304,0.902
0.733,0.0439,0.381
0.578,0.0523,0.884
0.468,0.036,0.632
0.752,0.177,0.499
0.772,0.0673,0.412
0.591,0.0711,0.882
0.514,0.0359,0.563
0.684,0.0406,0.568
0.709,0.0481,0.279
0.526,0.164,0.464
0.671,0.0537,0.354
0.35,0.0354,0.688
0.584,0.0519,0.672
0.395,0.118,0.33
0.62,0.0975,0.403
0.575,0.0908,0.527
0.63,0.0321,0.42
0.771,0.0612,0.0724
0.445,0.0887,0.147
0.512,0.0293,0.893
0.533,0.0287,0.72
0.654,0.104,0.394
0.653,0.0487,0.368
0.82,0.121,0.324
0.595,0.0308,0.836
0.735,0.0681,0.373
0.762,0.0471,0.611
0.628,0.0543,0.0106
0.765,0.0427,0.406
0.776,0.0406,0.531
0.451,0.0755,0.189
0.687,0.032,0.644
0.637,0.0262,0.616
0.612,0.0417,0.371
0.483,0.0502,0.508
0.895,0.199,0.713
0.693,0.0364,0.0735
0.806,0.075,0.201
0.672,0.0326,0.2
0.64,0.0682,0.101
0.672,0.125,0.00911
0.531,0.877,0.49
0.686,0.0684,0.0453
0.93,0.0732,0.00342
0.875,0.11,0.371
0.894,0.0625,0.143
0.746,0.0325,0.0427
0.462,0.0427,0.829
0.79,0.164,0.104
0.726,0.134,0.102
0.577,0.117,0.404
0.592,0.0409,0.242
0.748,0.135,0.287
0.755,0.302,0.469
0.857,0.149,0.138
0.789,0.0758,0.0105
0.833,0.12,0.0465
0.765,0.186,0.349
0.334,0.076,0.431
0.418,0.0592,0.512
0.72,0.157,0.457
0.735,0.0407,0.292
0.669,0.0308,0.0278
0.585,0.231,0.282
0.923,0.0406,0.0376
0.724,0.145,0.122
0.521,0.355,0.156
0.754,0.0646,0.123
0.627,0.0887,0.53
0.844,0.0353,0.195
0.743,0.0673,0.457
0.866,0.0482,0.106
0.692,0.286,0.187
0.743,0.0953,0.0251
0.452,0.31,0.246
0.727,0.14,0.227
0.662,0.118,0.257
0.673,0.115,0.522
0.803,0.0294,0.352
0.697,0.0715,0.248
0.624,0.183,0.577
0.665,0.0532,0.347
0.866,0.0414,0.0373
0.656,0.0922,0.235
0.589,0.0488,0.057
0.593,0.0976,0.118
0.704,0.0391,0.539
0.536,0.272,0.119
0.65,0.0364,0.457
0.657,0.0782,0.194
0.588,0.0334,0.839
0.845,0.153,0.139
0.85,0.166,0.14
0.837,0.0601,0.0339
0.659,0.0487,0.23
0.447,0.382,0.0293
0.726,0.0998,0.0717
0.77,0.159,0.0561
0.767,0.0616,0.00364
0.794,0.249,0.0789
0.877,0.101,0.00516
0.655,0.22,0.0825
0.739,0.0411,0.00916
0.713,0.483,0.421
0.708,0.151,0.273
0.426,0.296,0.0383
0.703,0.0693,0.302
0.805,0.1,0.162
0.854,0.0844,0.0402
0.833,0.0462,0.347
0.66,0.208,0.397
0.508,0.0628,0.272
0.68,0.0353,0.0645
0.779,0.162,0.0343
0.683,0.0332,0.538
0.596,0.0345,0.196
0.687,0.0639,0.225
0.496,0.0413,0.0254
0.774,0.126,0.101
0.675,0.0511,0.556
0.773,0.309,0.064
0.68,0.12,0.193
0.404,0.154,0.0515
0.753,0.104,0.0378
0.292,0.0764,0.3
0.785,0.0329,0.137
0.54,0.363,0.0253
0.777,0.0612,0.183
0.803,0.0485,0.243
0.788,0.0729,0.279
0.78,0.1,0.0314
0.762,0.0471,0.611
0.759,0.0336,0.381
0.424,0.166,0.259
0.673,0.0755,0.0856
0.633,0.189,0.0878
0.693,0.0279,0.0155
0.836,0.448,0.242
0.574,0.213,0.928
0.539,0.0652,0.299
0.716,0.403,0.432
0.291,0.0502,0.0354
0.456,0.0304,0.355
0.602,0.149,0.513
0.707,0.0784,0.853
0.822,0.139,0.425
0.549,0.047,0.0492
0.648,0.0356,0.617
0.788,0.0415,0.554
0.606,0.0619,0.24
0.589,0.28,0.0166
0.663,0.0317,0.555
0.693,0.119,0.0109
0.609,0.106,0.603
0.412,0.47,0.102
0.745,0.128,0.0962
0.728,0.0999,0.0948
0.653,0.0297,0.0849
0.569,0.172,0.452
0.753,0.121,0.48
0.693,0.0413,0.297
0.796,0.108,0.314
0.684,0.0307,0.215
0.826,0.0491,0.0277
0.71,0.0582,0.408
0.637,0.0333,0.0702
0.562,0.0558,0.318
0.706,0.0837,0.56
0.816,0.03,0.0227
0.725,0.0368,0.26
0.596,0.0619,0.732
0.387,0.081,0.107
0.568,0.103,0.179
0.845,0.138,0.0586
0.7,0.045,0.000204
0.588,0.16,0.00952
0.699,0.0737,0.358
0.806,0.215,0.197
0.673,0.103,0.0782
0.684,0.0504,0.17
0.588,0.161,0.237
0.673,0.0537,0.127
0.664,0.118,0.226
0.8,0.0506,0.000298
0.609,0.0808,0.345
0.856,0.0331,0.355
0.822,0.241,0.123
0.787,0.0641,0.00637
0.733,0.0457,0.107
0.826,0.169,0.00798
0.677,0.334,0.00277
0.723,0.0341,0.014
0.618,0.0981,0.176
0.753,0.0736,0.0174
0.697,0.0425,0.409
0.727,0.0289,0.241
0.56,0.0446,0.271
0.672,0.0422,0.123
0.747,0.0743,0.211
0.655,0.089,0.0793
0.75,0.0803,0.226
0.735,0.0431,0.18
0.436,0.0472,0.265
0.563,0.0668,0.252
0.708,0.0883,0.0583
0.412,0.18,0.462
0.878,0.361,0.0444
0.724,0.113,0.00453
0.688,0.0818,0.377
0.785,0.044,0.083
0.66,0.29,0.233
0.777,0.126,0.181
0.754,0.204,0.404
0.838,0.0626,0.16
0.744,0.0437,0.0194
0.567,0.223,0.0084
0.775,0.134,0.189
0.612,0.0553,0.285
0.626,0.0631,0.354
0.642,0.0429,0.0832
0.751,0.0872,0.136
0.567,0.105,0.31
0.551,0.101,0.0673
0.697,0.216,0.0614
0.707,0.051,0.0448
0.588,0.0726,0.31
0.724,0.0841,0.365
0.521,0.272,0.204
0.595,0.0335,0.0199
0.733,0.0427,0.0635
0.721,0.0532,0.409
0.765,0.195,0.223
0.658,0.0321,0.422
0.826,0.0446,0.31
0.582,0.0627,0.111
0.372,0.0296,0.856
0.764,0.152,0.231
0.686,0.0355,0.613
0.586,0.0324,0.182
0.741,0.0511,0.316
0.656,0.217,0.443
0.59,0.0286,0.000176
0.429,0.0327,0.546
0.602,0.298,0.477
0.525,0.185,0.107
0.449,0.0791,0.524
0.641,0.0906,0.831
0.734,0.0321,0.238
0.617,0.0315,0.428
0.4,0.0466,0.0118
0.45,0.267,0.649
0.726,0.0614,0.603
0.696,0.153,0.123
0.726,0.105,0.65
0.461,0.0373,0.911
0.61,0.15,0.367
0.542,0.0286,0.0544
0.418,0.0964,0.213
0.678,0.0627,0.759
0.707,0.19,0.17
0.557,0.0315,0.922
0.606,0.0421,0.0285
0.777,0.126,0.0406
0.848,0.102,0.228
0.755,0.145,0.316
0.785,0.164,0.0636
0.562,0.0787,0.442
0.77,0.0623,0.0511
0.704,0.0604,0.669
0.4,0.0597,0.242
0.477,0.144,0.225
0.418,0.0625,0.095
0.776,0.0343,0.0728
0.52,0.213,0.579
0.849,0.113,0.0266
0.609,0.277,0.509
0.61,0.36,0.696
0.539,0.0601,0.253
0.514,0.28,0.402
0.593,0.0499,0.345
0.621,0.0333,0.0553
0.523,0.156,0.65
0.649,0.11,0.586
0.731,0.0784,0.473
0.649,0.193,0.104
0.58,0.332,0.624
0.899,0.0691,0.0192
0.524,0.0367,0.808
0.762,0.0919,0.0584
0.749,0.0842,0.21
0.689,0.065,0.711
0.692,0.155,0.131
0.784,0.03,0.00548
0.414,0.116,0.663
0.707,0.0379,0.0905
0.795,0.0748,0.112
0.347,0.29,0.455
0.543,0.0463,0.345
0.646,0.247,0.626
0.582,0.0479,0.709
0.546,0.0583,0.0862
0.618,0.0789,0.182
0.392,0.0587,0.951
0.781,0.0621,0.0509
0.736,0.425,0.33
0.652,0.0886,0.0848
0.841,0.049,0.0168
0.574,0.196,0.894
0.657,0.0601,0.54
0.569,0.275,0.739
0.674,0.0434,0.173
0.659,0.0348,0.405
0.583,0.0479,0.00972
0.71,0.0319,0.508
0.702,0.041,0.0506
0.463,0.0549,0.628
0.682,0.0441,0.143
0.742,0.107,0.15
0.343,0.0805,0.0737
0.896,0.237,0.00532
0.883,0.0465,0.0392
0.781,0.326,0.0408
0.417,0.207,0.0307
0.638,0.0854,0.505
0.652,0.0541,0.183
0.625,0.175,0.0543
0.616,0.0331,0.921
0.692,0.11,0.0324
0.733,0.0432,0.0697
0.733,0.0388,0.679
0.9,0.127,0.0516
0.688,0.264,0.7
0.657,0.0407,0.016
0.785,0.0419,0.0254
0.705,0.205,0.381
0.649,0.0481,0.274
0.692,0.185,0.666
0.784,0.187,0.00558
0.735,0.0602,0.413
0.416,0.0442,0.635
0.703,0.0648,0.31
0.524,0.405,0.745
0.561,0.0531,0.0862
0.7,0.0373,0.849
0.734,0.0869,0.226
0.415,0.172,0.379
0.543,0.0466,0.629
0.871,0.0685,0.187
0.914,0.103,0.697
0.822,0.643,0.0874
0.765,0.0764,0.441
0.587,0.365,0.51
0.82,0.104,0.311
0.726,0.0894,0.0761
0.521,0.104,0.242
0.839,0.0979,0.0321
0.599,0.501,0.405
0.929,0.0834,0.153
0.613,0.328,0.113
0.832,0.0624,0.856
0.885,0.0405,0.612
0.633,0.121,0.412
0.633,0.402,0.538
0.632,0.0849,0.34
0.654,0.185,0.412
0.823,0.088,0.342
0.551,0.0591,0.713
0.696,0.215,0.467
0.852,0.0524,0.377
0.688,0.0791,0.605
0.641,0.0662,0.725
0.791,0.0618,0.28
0.786,0.283,0.23
0.769,0.102,0.215
0.65,0.256,0.323
0.515,0.0326,0.76
0.612,0.131,0.715
0.536,0.434,0.183
0.905,0.155,0.389
0.55,0.314,0.0103
0.537,0.183,0.414
0.686,0.0297,0.555
0.911,0.105,0.589
0.94,0.253,0.35
0.781,0.0935,0.0804
0.817,0.202,0.293
0.853,0.0349,0.215
0.53,0.281,0.589
0.77,0.166,0.0363
0.52,0.217,0.0408
0.769,0.123,0.789
0.686,0.0772,0.521
0.83,0.0627,0.0577
0.837,0.0406,0.233
0.7,0.0547,0.54
0.833,0.24,0.268
0.633,0.0657,0.544
0.752,0.072,0.134
0.76,0.0626,0.126
0.602,0.0985,0.148
0.377,0.0614,0.973
0.798,0.057,0.0219
0.461,0.0565,0.486
0.762,0.139,0.266
0.876,0.061,0.416
0.789,0.0854,0.0792
0.679,0.28,0.445
0.797,0.0746,0.582
0.816,0.0558,0.303
0.525,0.0935,0.0912
0.729,0.107,0.283
0.861,0.0857,0.34
0.613,0.102,0.394
0.813,0.212,0.197
0.739,0.181,0.274
0.669,0.0353,0.139
0.84,0.21,0.00195
0.64,0.0241,0.0664
0.749,0.086,0.00186
0.656,0.0348,0.0665
0.532,0.0233,0.235
0.747,0.0796,0.0118
0.741,0.0507,0.0347
0.762,0.158,0.0396
0.847,0.0641,0.0118
0.568,0.0299,0.353
0.693,0.0402,0.107
0.629,0.038,0.467
0.615,0.0466,0.393
0.811,0.0402,0.0193
0.733,0.0366,0.279
0.791,0.0333,0.625
0.799,0.0812,0.0141
0.8,0.0634,0.035
0.63,0.0321,0.075
0.592,0.0239,0.00373
0.626,0.0308,0.761
0.703,0.0415,0.177
0.643,0.0278,0.337
0.762,0.0379,0.111
0.685,0.112,0.373
0.699,0.0531,0.588
0.618,0.0477,0.409
0.726,0.154,0.155
0.705,0.0506,0.0352
0.643,0.0565,0.129
0.784,0.0542,0.125
0.539,0.166,0.701
0.658,0.0425,0.0759
0.672,0.0407,0.0985
0.588,0.0383,0.233
0.567,0.0241,0.0995
0.544,0.29,0.0068
0.635,0.197,0.0179
0.706,0.0317,0.0698
0.68,0.0545,0.0121
0.831,0.128,0.147
0.698,0.0437,0.542
0.815,0.089,0.14
0.744,0.0655,0.165
0.85,0.0513,0.0624
0.655,0.0723,0.0262
0.74,0.0462,0.0951
0.652,0.0413,0.519
0.713,0.0298,0.00561
0.853,0.0379,0.0118
0.729,0.079,0.0473
0.702,0.13,0.324
0.672,0.0473,0.131
0.53,0.0852,0.599
0.559,0.167,0.38
0.714,0.283,0.694
0.485,0.338,0.748
0.503,0.0438,0.204
0.256,0.0281,0.71
0.914,0.128,0.541
0.804,0.0433,0.178
0.636,0.192,0.494
0.392,0.0679,0.872
0.455,0.0616,0.518
0.501,0.0369,0.614
0.666,0.037,0.692
0.422,0.0281,0.639
0.76,0.32,0.576
0.626,0.0433,0.85
0.698,0.271,0.528
0.654,0.0357,0.208
0.517,0.0424,0.232
0.718,0.0569,0.367
0.633,0.0822,0.159
0.486,0.281,0.0987
0.484,0.227,0.794
0.622,0.0504,0.65
0.526,0.0873,0.888
0.709,0.0401,0.059
0.601,0.0442,0.521
0.634,0.0632,0.124
0.46,0.109,0.923
0.625,0.093,0.245
0.637,0.0625,0.114
0.74,0.0379,0.0683
0.683,0.0773,0.892
0.598,0.295,0.696
0.617,0.217,0.168
0.615,0.119,0.382
0.474,0.0464,0.172
0.569,0.115,0.0266
0.604,0.0321,0.057
0.585,0.249,0.0742
0.399,0.0446,0.848
0.595,0.328,0.526
0.563,0.0971,0.608
0.428,0.0292,0.959
0.653,0.0526,0.419
0.553,0.0602,0.301
0.76,0.0425,0.333
0.468,0.0582,0.62
0.468,0.101,0.685
0.583,0.1,0.577
0.661,0.18,0.499
0.583,0.12,0.707
0.644,0.233,0.76
0.775,0.111,0.0111
0.51,0.188,0.496
0.571,0.044,0.56
0.694,0.0628,0.323
0.29,0.0415,0.819
0.551,0.0381,0.166
0.564,0.134,0.753
0.708,0.037,0.88
0.521,0.0876,0.727
0.616,0.245,0.357
0.553,0.262,0.614
0.715,0.107,0.347
0.571,0.0333,0.04
0.36,0.034,0.619
0.739,0.047,0.0028
0.785,0.105,0.0211
0.678,0.0982,0.701
0.723,0.18,0.0597
0.562,0.113,0.195
0.705,0.126,0.0494
0.528,0.0697,0.177
0.495,0.0289,0.508
0.6,0.124,0.593
0.479,0.0801,0.506
0.606,0.0759,0.0472
0.455,0.0377,0.626
0.747,0.228,0.0389
0.86,0.268,0.58
0.621,0.143,0.143
0.821,0.149,0.0106
0.638,0.0374,0.255
0.349,0.0477,0.0871
0.895,0.0975,0.0558
0.733,0.0482,0.102
0.627,0.283,0.187
0.578,0.0281,0.538
0.45,0.386,0.708
0.572,0.158,0.196
0.648,0.0553,0.799
0.705,0.0516,0.24
0.295,0.0602,0.0119
0.225,0.0439,0.939
0.659,0.166,0.00132
0.75,0.0335,0.0836
0.618,0.0381,0.227
0.864,0.115,0.042
0.729,0.145,0.261
0.666,0.0528,0.269
0.533,0.219,0.768
0.499,0.224,0.168
0.469,0.0351,0.398
0.462,0.169,0.19
0.668,0.0472,0.867
0.578,0.296,0.141
0.645,0.127,0.782
0.514,0.0321,0.445
0.736,0.0615,0.0167
0.416,0.486,0.183
0.794,0.194,0.00812
0.675,0.257,0.128
0.749,0.169,0.546
0.664,0.0509,0.381
0.64,0.0383,0.422
0.656,0.0318,0.0338
0.762,0.0487,0.223
0.753,0.195,0.576
0.324,0.0698,0.0384
0.643,0.146,0.0236
0.722,0.0633,0.306
0.635,0.0585,0.0956
0.725,0.0855,0.00384
0.677,0.0551,0.211
0.473,0.0406,0.4
0.602,0.0435,0.195
0.605,0.125,0.161
0.406,0.241,0.328
0.665,0.0732,0.634
0.47,0.0447,0.667
0.627,0.0776,0.756
0.608,0.0786,0.661
0.86,0.0759,0.305
0.651,0.0295,0.787
0.565,0.195,0.256
0.453,0.0331,0.0723
0.659,0.0286,0.0384
0.754,0.166,0.77
0.581,0.035,0.55
0.649,0.0615,0.0246
0.597,0.0549,0.236
0.698,0.0734,0.0219
0.853,0.107,0.203
0.691,0.104,0.123
0.833,0.0497,0.123
0.677,0.0327,0.219
0.701,0.115,0.699
0.264,0.187,0.59
0.699,0.106,0.265
0.654,0.151,0.236
0.545,0.308,0.368
0.855,0.41,0.015
0.712,0.271,0.0243
0.928,0.251,0.102
0.723,0.0608,0.0619
0.675,0.112,0.0279
0.876,0.221,0.174
0.764,0.206,0.0563
0.412,0.119,0.163
0.792,0.407,0.249
0.646,0.458,0.231
0.839,0.0858,0.0324
0.752,0.0447,0.128
0.879,0.24,0.017
0.701,0.147,0.0737
0.89,0.205,0.0681
0.807,0.0756,0.259
0.748,0.278,0.282
0.797,0.0926,0.204
0.819,0.122,0.153
0.802,0.0564,0.0215
0.85,0.166,0.14
0.476,0.191,0.182
0.482,0.322,0.351
0.721,0.0631,0.102
0.695,0.0325,0.000479
0.781,0.17,0.364
0.714,0.286,0.0305
0.764,0.048,0.0296
0.867,0.266,0.167
0.818,0.348,0.117
0.492,0.184,0.292
0.75,0.0443,0.0217
0.764,0.141,0.0146
0.674,0.124,0.085
0.744,0.0418,0.187
0.796,0.0712,0.0183
0.71,0.0727,0.00634
0.722,0.0536,0.151
0.653,0.0595,0.28
0.807,0.201,0.0762
0.698,0.0706,0.12
0.747,0.0477,0.266
0.86,0.176,0.484
0.792,0.0353,0.0858
0.55,0.0311,0.647
0.655,0.0433,0.695
0.718,0.069,0.267
0.285,0.0363,0.949
0.447,0.315,0.0688
0.79,0.108,0.0133
0.38,0.122,0.392
0.483,0.0864,0.456
0.88,0.036,0.798
0.353,0.135,0.003
0.803,0.0774,0.484
0.836,0.0441,0.0172
0.817,0.0329,0.803
0.745,0.0565,0.178
0.584,0.0305,0.579
0.965,0.0418,0.0967
0.588,0.0353,0.601
0.68,0.123,0.221
0.786,0.0594,0.281
0.644,0.0503,0.0475
0.661,0.0851,0.851
0.494,0.0559,0.848
0.763,0.0397,0.821
0.732,0.0636,0.205
0.526,0.33,0.129
0.599,0.0666,0.723
0.478,0.0381,0.691
0.821,0.0429,0.129
0.29,0.0501,0.761
0.334,0.0355,0.908
0.614,0.0264,0.209
0.828,0.0534,0.645
0.668,0.0346,0.952
0.634,0.0475,0.931
0.696,0.0292,0.116
0.43,0.0536,0.606
